,sex.x,subject_name,YAG.x,SECTIONNAME.x,YAG.y,SECTIONNAME.y,count,qualification_TR.x
12586,F+M,Biosciences,1,EDUCATION,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12587,F+M,Business and management,1,"ARTS, ENTERTAINMENT AND RECREATION",3,REAL ESTATE ACTIVITIES,5,First degree
12588,F+M,Business and management,1,MANUFACTURING,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12589,F+M,Business and management,1,TRANSPORTATION AND STORAGE,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12590,F+M,Chemistry,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12591,F+M,Chemistry,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,EDUCATION,5,First degree
12592,F+M,Chemistry,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,EDUCATION,5,First degree
12593,F+M,Creative arts and design,1,FINANCIAL AND INSURANCE ACTIVITIES,3,MANUFACTURING,5,First degree
12594,F+M,Economics,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12595,F+M,Economics,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,EDUCATION,5,First degree
12596,F+M,Economics,1,TRANSPORTATION AND STORAGE,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12597,F+M,Economics,1,TRANSPORTATION AND STORAGE,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12598,F+M,Education and teaching,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12599,F+M,Education and teaching,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,CONSTRUCTION,5,First degree
12600,F+M,Education and teaching,1,EDUCATION,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,First degree
12601,F+M,Education and teaching,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12602,F+M,Education and teaching,1,INFORMATION AND COMMUNICATION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12603,F+M,Education and teaching,1,TRANSPORTATION AND STORAGE,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12604,F+M,Education and teaching,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,MANUFACTURING,5,First degree
12605,F+M,English studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12606,F+M,English studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,REAL ESTATE ACTIVITIES,5,First degree
12607,F+M,"General, applied and forensic sciences",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12608,F+M,"Geography, earth and environmental studies",1,FINANCIAL AND INSURANCE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12609,F+M,"Geography, earth and environmental studies",1,OTHER SERVICE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12610,F+M,Health and social care,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12611,F+M,History and archaeology,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12612,F+M,History and archaeology,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,REAL ESTATE ACTIVITIES,5,First degree
12613,F+M,History and archaeology,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,TRANSPORTATION AND STORAGE,5,First degree
12614,F+M,History and archaeology,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
12615,F+M,History and archaeology,1,MANUFACTURING,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12616,F+M,History and archaeology,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,TRANSPORTATION AND STORAGE,5,First degree
12617,F+M,History and archaeology,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,REAL ESTATE ACTIVITIES,5,First degree
12618,F+M,Languages and area studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,EDUCATION,5,First degree
12619,F+M,Languages and area studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12620,F+M,Languages and area studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12621,F+M,Languages and area studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,OTHER SERVICE ACTIVITIES,5,First degree
12622,F+M,Law,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12623,F+M,Law,1,"ARTS, ENTERTAINMENT AND RECREATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12624,F+M,Materials and technology,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12625,F+M,Mathematical sciences,1,FINANCIAL AND INSURANCE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12626,F+M,Mathematical sciences,1,MANUFACTURING,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12627,F+M,"Media, journalism and communications",1,OTHER SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12628,F+M,"Media, journalism and communications",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12629,F+M,Nursing and midwifery,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,REAL ESTATE ACTIVITIES,5,First degree
12630,F+M,"Pharmacology, toxicology and pharmacy",1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,MANUFACTURING,5,First degree
12631,F+M,"Pharmacology, toxicology and pharmacy",1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12632,F+M,"Pharmacology, toxicology and pharmacy",1,TRANSPORTATION AND STORAGE,3,TRANSPORTATION AND STORAGE,5,First degree
12633,F+M,Philosophy and religious studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12634,F+M,Physics and astronomy,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12635,F+M,Physics and astronomy,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12636,F+M,Politics,1,OTHER SERVICE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12637,F+M,Politics,1,OTHER SERVICE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12638,F+M,Politics,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,OTHER SERVICE ACTIVITIES,5,First degree
12639,F+M,Politics,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12640,F+M,Psychology,1,MANUFACTURING,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12641,F+M,Psychology,1,MANUFACTURING,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12642,F+M,Psychology,1,REAL ESTATE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12643,F+M,"Sociology, social policy and anthropology",1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,OTHER SERVICE ACTIVITIES,5,First degree
12644,F+M,Sport and exercise sciences,1,EDUCATION,3,INFORMATION AND COMMUNICATION,5,First degree
12645,F+M,Sport and exercise sciences,1,MANUFACTURING,3,INFORMATION AND COMMUNICATION,5,First degree
12646,F+M,Economics,1,"ARTS, ENTERTAINMENT AND RECREATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12647,F+M,Languages and area studies,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
12648,F+M,Philosophy and religious studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,EDUCATION,5,First degree
12649,F+M,Sport and exercise sciences,1,CONSTRUCTION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12650,F+M,Economics,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12651,F+M,Economics,1,INFORMATION AND COMMUNICATION,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12652,F+M,History and archaeology,1,TRANSPORTATION AND STORAGE,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12653,F+M,Languages and area studies,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,EDUCATION,5,First degree
12654,F+M,Philosophy and religious studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
12655,F+M,Allied health,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12656,F+M,Allied health,1,FINANCIAL AND INSURANCE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12657,F+M,"Architecture, building and planning",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12658,F+M,Biosciences,1,MANUFACTURING,3,INFORMATION AND COMMUNICATION,5,First degree
12659,F+M,Business and management,1,MANUFACTURING,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12660,F+M,Economics,1,EDUCATION,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12661,F+M,Economics,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,MANUFACTURING,5,First degree
12662,F+M,History and archaeology,1,INFORMATION AND COMMUNICATION,3,TRANSPORTATION AND STORAGE,5,First degree
12663,F+M,Mathematical sciences,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,OTHER SERVICE ACTIVITIES,5,First degree
12664,F+M,Philosophy and religious studies,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,First degree
12665,F+M,Politics,1,OTHER SERVICE ACTIVITIES,3,EDUCATION,5,First degree
12666,F+M,Psychology,1,FINANCIAL AND INSURANCE ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
12667,F+M,"Sociology, social policy and anthropology",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,TRANSPORTATION AND STORAGE,5,First degree
12668,F+M,"Sociology, social policy and anthropology",1,TRANSPORTATION AND STORAGE,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12669,F+M,Sport and exercise sciences,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,MANUFACTURING,5,First degree
12670,F+M,Combined and general studies,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12671,F+M,Philosophy and religious studies,1,EDUCATION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12672,F+M,Engineering,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12673,F+M,Engineering,1,FINANCIAL AND INSURANCE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12674,F+M,Materials and technology,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12675,F+M,"Media, journalism and communications",1,CONSTRUCTION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12676,F+M,Law,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12677,F+M,Performing arts,1,INFORMATION AND COMMUNICATION,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12678,F+M,Psychology,1,TRANSPORTATION AND STORAGE,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12679,F+M,Computing,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12680,F+M,Languages and area studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
12681,F+M,Law,1,REAL ESTATE ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12682,F+M,Mathematical sciences,1,FINANCIAL AND INSURANCE ACTIVITIES,3,OTHER SERVICE ACTIVITIES,5,First degree
12683,F+M,Politics,1,MANUFACTURING,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12684,F+M,Psychology,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,OTHER SERVICE ACTIVITIES,5,First degree
12685,F+M,Sport and exercise sciences,1,FINANCIAL AND INSURANCE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12686,F+M,Medical sciences,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12687,F+M,Economics,1,FINANCIAL AND INSURANCE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12688,F+M,Economics,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12689,F+M,Education and teaching,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12690,F+M,Business and management,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12691,F+M,Philosophy and religious studies,1,INFORMATION AND COMMUNICATION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12692,F+M,"Agriculture, food and related studies",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
12693,F+M,"Agriculture, food and related studies",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12694,F+M,"Agriculture, food and related studies",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,MANUFACTURING,5,First degree
12695,F+M,"Agriculture, food and related studies",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12696,F+M,"Agriculture, food and related studies",1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,EDUCATION,5,First degree
12697,F+M,"Agriculture, food and related studies",1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12698,F+M,"Agriculture, food and related studies",1,"AGRICULTURE, FORESTRY AND FISHING",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12699,F+M,"Agriculture, food and related studies",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"AGRICULTURE, FORESTRY AND FISHING",5,First degree
12700,F+M,"Agriculture, food and related studies",1,"ARTS, ENTERTAINMENT AND RECREATION",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12701,F+M,"Agriculture, food and related studies",1,CONSTRUCTION,3,CONSTRUCTION,5,First degree
12702,F+M,"Agriculture, food and related studies",1,EDUCATION,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12703,F+M,"Agriculture, food and related studies",1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12704,F+M,Allied health,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,First degree
12705,F+M,Allied health,1,CONSTRUCTION,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12706,F+M,Allied health,1,EDUCATION,3,OTHER SERVICE ACTIVITIES,5,First degree
12707,F+M,"Architecture, building and planning",1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12708,F+M,"Architecture, building and planning",1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12709,F+M,"Architecture, building and planning",1,CONSTRUCTION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12710,F+M,Biosciences,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,OTHER SERVICE ACTIVITIES,5,First degree
12711,F+M,Biosciences,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12712,F+M,Biosciences,1,"AGRICULTURE, FORESTRY AND FISHING",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12713,F+M,Biosciences,1,REAL ESTATE ACTIVITIES,3,REAL ESTATE ACTIVITIES,5,First degree
12714,F+M,Biosciences,1,TRANSPORTATION AND STORAGE,3,INFORMATION AND COMMUNICATION,5,First degree
12715,F+M,Biosciences,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12716,F+M,Business and management,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12717,F+M,Business and management,1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,INFORMATION AND COMMUNICATION,5,First degree
12718,F+M,Business and management,1,FINANCIAL AND INSURANCE ACTIVITIES,3,"ARTS, ENTERTAINMENT AND RECREATION",5,First degree
12719,F+M,Business and management,1,MANUFACTURING,3,OTHER SERVICE ACTIVITIES,5,First degree
12720,F+M,Business and management,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,REAL ESTATE ACTIVITIES,5,First degree
12721,F+M,Business and management,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,TRANSPORTATION AND STORAGE,5,First degree
12722,F+M,Business and management,1,REAL ESTATE ACTIVITIES,3,MANUFACTURING,5,First degree
12723,F+M,Business and management,1,TRANSPORTATION AND STORAGE,3,OTHER SERVICE ACTIVITIES,5,First degree
12724,F+M,Business and management,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,First degree
12725,F+M,Chemistry,1,EDUCATION,3,MANUFACTURING,5,First degree
12726,F+M,Chemistry,1,MANUFACTURING,3,INFORMATION AND COMMUNICATION,5,First degree
12727,F+M,Combined and general studies,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,EDUCATION,5,First degree
12728,F+M,Combined and general studies,1,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,First degree
12729,F+M,Combined and general studies,1,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12730,F+M,Combined and general studies,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,First degree
12731,F+M,Combined and general studies,1,INFORMATION AND COMMUNICATION,3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12732,F+M,Combined and general studies,1,INFORMATION AND COMMUNICATION,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12733,F+M,Combined and general studies,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12734,F+M,Combined and general studies,1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,First degree
12735,F+M,Combined and general studies,1,TRANSPORTATION AND STORAGE,3,INFORMATION AND COMMUNICATION,5,First degree
12736,F+M,Combined and general studies,1,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12737,F+M,Computing,1,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,MANUFACTURING,5,First degree
12738,F+M,Computing,1,"ARTS, ENTERTAINMENT AND RECREATION",3,FINANCIAL AND INSURANCE ACTIVITIES,5,First degree
12739,F+M,Computing,1,"ARTS, ENTERTAINMENT AND RECREATION",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12740,F+M,Computing,1,CONSTRUCTION,3,EDUCATION,5,First degree
12741,F+M,Computing,1,CONSTRUCTION,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,First degree
12742,F+M,Computing,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12743,F+M,Creative arts and design,1,"ARTS, ENTERTAINMENT AND RECREATION",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12744,F+M,Creative arts and design,1,FINANCIAL AND INSURANCE ACTIVITIES,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,First degree
12745,F+M,Creative arts and design,1,FINANCIAL AND INSURANCE ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
12746,F+M,Creative arts and design,1,FINANCIAL AND INSURANCE ACTIVITIES,3,TRANSPORTATION AND STORAGE,5,First degree
12747,F+M,Creative arts and design,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,First degree
12748,F+M,Creative arts and design,1,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,3,TRANSPORTATION AND STORAGE,5,First degree
12749,F+M,Creative arts and design,1,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,First degree
12750,F+M,Creative arts and design,1,REAL ESTATE ACTIVITIES,3,INFORMATION AND COMMUNICATION,5,First degree
